recency,frequency,monetary,r_rank_norm,f_rank_norm,m_rank_norm,RFM_score,customer_segment
29,1,120.21,96.54,43.48,54.49,2.89,Low
280,1,76.69,39.78,43.48,34.11,1.88,Low
237,1,212.88,48.51,43.48,77.72,3.19,Medium
196,1,67.09,58.25,43.48,28.08,1.85,Low
373,2,210.34,23.03,91.93,77.36,3.66,Medium
432,1,169.0,15.24,43.48,69.47,2.7,Low
343,1,206.95,27.49,43.48,76.82,3.0,Low
96,1,137.5,81.81,43.48,60.25,2.94,Low
511,1,332.48,6.57,43.48,87.72,3.16,Medium
425,2,282.52,16.09,91.93,84.62,3.82,Medium
412,1,118.1,17.85,43.48,53.67,2.27,Low
312,1,30.38,31.94,43.48,3.84,0.96,lost customers
272,1,58.89,41.99,43.48,22.66,1.57,lost customers
198,1,162.25,57.49,43.48,67.46,2.96,Low
209,2,564.52,54.69,91.93,94.01,4.38,High
279,1,55.78,40.21,43.48,20.48,1.49,lost customers
175,1,57.38,63.49,43.48,21.5,1.7,Low
225,1,181.51,51.22,43.48,72.21,3.05,Medium
280,1,37.67,39.78,43.48,8.55,1.15,lost customers
560,1,160.04,2.54,43.48,66.92,2.54,Low
408,1,144.65,18.22,43.48,62.63,2.53,Low
358,2,300.28,25.28,91.93,85.76,3.92,Medium
112,1,63.31,79.21,43.48,25.43,1.93,Low
231,1,319.11,49.87,43.48,87.01,3.46,Medium
139,1,84.13,72.23,43.48,37.92,2.23,Low
266,1,135.46,43.2,43.48,59.5,2.63,Low
196,1,520.24,58.25,43.48,93.35,3.71,Medium
288,1,46.37,36.66,43.48,14.48,1.3,lost customers
64,1,57.58,88.19,43.48,21.66,1.89,Low
376,1,85.14,22.82,43.48,38.43,1.88,Low
352,1,137.99,26.14,43.48,60.46,2.53,Low
76,1,35.39,86.13,43.48,6.93,1.45,lost customers
265,1,73.16,43.49,43.48,31.99,1.85,Low
485,1,95.61,9.0,43.48,43.58,1.92,Low
391,2,64.62,20.73,91.93,26.41,2.2,Low
180,1,1037.79,62.42,43.48,97.82,3.86,Medium
239,1,95.31,47.78,43.48,43.47,2.21,Low
245,1,44.95,46.43,43.48,13.36,1.34,lost customers
404,1,172.52,18.95,43.48,70.27,2.75,Low
343,1,32.09,27.49,43.48,4.74,0.95,lost customers
292,4,668.0,35.55,98.88,95.36,4.37,High
379,1,78.87,22.26,43.48,35.51,1.79,Low
91,1,179.48,82.87,43.48,71.89,3.28,Medium
391,1,112.32,20.73,43.48,50.88,2.21,Low
169,1,202.16,64.85,43.48,76.08,3.26,Medium
573,1,383.1,1.93,43.48,89.97,3.19,Medium
271,1,76.66,42.29,43.48,34.08,1.9,Low
90,1,97.66,83.17,43.48,44.46,2.5,Low
34,1,115.91,95.23,43.48,52.48,2.82,Low
50,1,97.35,90.79,43.48,44.35,2.55,Low
173,1,575.56,64.11,43.48,94.18,3.77,Medium
474,1,121.39,10.66,43.48,54.81,2.25,Low
491,1,79.73,8.29,43.48,35.92,1.69,Low
128,1,168.31,74.55,43.48,69.29,3.14,Medium
113,2,92.36,78.93,91.93,42.05,3.08,Medium
267,1,471.0,42.88,43.48,92.36,3.56,Medium
446,1,177.68,13.75,43.48,71.51,2.75,Low
49,1,112.72,91.18,43.48,51.06,2.75,Low
155,1,56.22,68.05,43.48,20.7,1.71,Low
307,1,30.84,32.76,43.48,3.99,0.97,lost customers
131,1,121.68,74.16,43.48,54.89,2.73,Low
33,1,37.37,95.63,43.48,8.32,1.56,lost customers
558,1,61.74,2.76,43.48,24.19,1.32,lost customers
224,1,96.71,51.55,43.48,44.03,2.25,Low
246,1,82.22,46.03,43.48,36.88,2.0,Low
330,1,296.33,29.2,43.48,85.52,3.27,Medium
215,1,145.58,53.87,43.48,62.88,2.8,Low
293,1,73.03,35.24,43.48,31.86,1.78,Low
356,1,107.78,25.74,43.48,49.17,2.2,Low
238,1,317.31,48.15,43.48,86.86,3.45,Medium
306,1,47.5,32.97,43.48,15.2,1.29,lost customers
196,1,96.62,58.25,43.48,43.96,2.3,Low
197,1,43.0,57.82,43.48,12.07,1.39,lost customers
159,1,142.7,67.37,43.48,61.99,2.88,Low
132,1,99.05,73.76,43.48,45.16,2.45,Low
476,1,37.05,10.32,43.48,8.11,0.92,lost customers
121,1,140.88,76.65,43.48,61.49,2.94,Low
406,1,84.57,18.58,43.48,38.19,1.84,Low
274,1,38.93,41.28,43.48,9.52,1.19,lost customers
155,1,173.53,68.05,43.48,70.49,3.13,Medium
482,1,141.42,9.57,43.48,61.62,2.44,Low
246,1,1437.1,46.03,43.48,98.76,3.77,Medium
93,1,100.04,82.17,43.48,45.7,2.53,Low
527,1,41.05,5.31,43.48,10.83,0.96,lost customers
512,1,70.7,6.48,43.48,30.39,1.52,lost customers
51,2,79.5,90.36,91.93,35.77,2.98,Low
308,1,116.95,32.54,43.48,53.07,2.37,Low
400,1,42.53,19.37,43.48,11.69,1.09,lost customers
50,1,42.62,90.79,43.48,11.76,1.62,Low
320,1,114.93,31.05,43.48,52.09,2.33,Low
154,1,65.93,68.41,43.48,27.34,1.9,Low
394,1,98.23,20.15,43.48,44.77,2.04,Low
343,2,139.12,27.49,91.93,60.99,3.23,Medium
512,1,48.7,6.48,43.48,16.1,1.12,lost customers
280,1,44.11,39.78,43.48,12.92,1.28,lost customers
505,1,103.86,6.98,43.48,47.37,2.01,Low
505,1,279.94,6.98,43.48,84.47,3.07,Medium
350,1,129.32,26.5,43.48,57.56,2.45,Low
120,1,104.61,77.1,43.48,47.64,2.54,Low
181,1,33.13,62.16,43.48,5.49,1.23,lost customers
189,1,132.61,60.04,43.48,58.55,2.73,Low
127,1,162.89,74.97,43.48,67.67,3.1,Medium
167,1,278.1,65.58,43.48,84.34,3.5,Medium
433,1,159.21,15.07,43.48,66.72,2.62,Low
186,1,34.03,61.02,43.48,6.02,1.24,lost customers
155,1,71.36,68.05,43.48,30.86,2.0,Low
140,3,1020.39,71.82,97.68,97.76,4.69,Top
523,1,22.95,5.74,43.48,1.13,0.68,lost customers
22,1,50.32,98.48,43.48,17.05,1.83,Low
523,1,1022.6,5.74,43.48,97.77,3.44,Medium
90,2,221.48,83.17,91.93,79.11,4.17,High
336,1,113.72,28.47,43.48,51.54,2.29,Low
349,1,33.68,26.71,43.48,5.72,0.97,lost customers
93,2,481.64,82.17,91.93,92.6,4.54,Top
120,1,89.61,77.1,43.48,40.93,2.35,Low
247,1,147.15,45.74,43.48,63.36,2.76,Low
489,1,109.41,8.67,43.48,49.85,2.09,Low
54,1,72.58,90.01,43.48,31.57,2.18,Low
436,1,57.69,14.64,43.48,21.81,1.34,lost customers
144,1,116.45,70.88,43.48,52.75,2.64,Low
539,1,309.77,4.34,43.48,86.32,3.1,Medium
497,2,613.52,7.69,91.93,94.67,4.04,High
274,1,40.85,41.28,43.48,10.68,1.22,lost customers
148,1,117.51,69.62,43.48,53.28,2.65,Low
184,1,79.81,61.2,43.48,35.95,2.09,Low
288,1,149.73,36.66,43.48,64.24,2.71,Low
298,1,105.38,34.26,43.48,48.09,2.24,Low
30,1,147.62,96.1,43.48,63.54,3.14,Medium
197,1,44.52,57.82,43.48,13.2,1.42,lost customers
169,1,156.9,64.85,43.48,66.02,2.98,Low
202,1,122.78,56.75,43.48,55.24,2.61,Low
274,1,284.91,41.28,43.48,84.8,3.34,Medium
117,1,453.53,78.26,43.48,91.96,3.82,Medium
429,1,38.09,15.41,43.48,9.02,0.98,lost customers
293,1,53.1,35.24,43.48,18.73,1.41,lost customers
183,1,186.19,61.49,43.48,73.06,3.15,Medium
314,1,144.68,31.76,43.48,62.65,2.63,Low
279,1,49.41,40.21,43.48,16.52,1.38,lost customers
117,4,38.19,78.26,98.88,9.14,2.23,Low
155,1,200.16,68.05,43.48,75.77,3.28,Medium
141,6,1234.44,71.36,99.68,98.36,4.73,Top
397,1,102.03,19.93,43.48,46.49,2.08,Low
89,1,130.01,83.45,43.48,57.78,2.88,Low
306,2,120.16,32.97,91.93,54.47,3.09,Medium
282,2,313.78,38.95,91.93,86.63,4.05,High
230,1,48.69,50.23,43.48,16.08,1.44,lost customers
226,1,53.78,50.95,43.48,19.09,1.53,lost customers
19,1,35.85,99.42,43.48,7.29,1.56,lost customers
463,1,49.24,11.78,43.48,16.42,1.17,lost customers
439,1,55.0,14.51,43.48,19.9,1.28,lost customers
50,1,68.43,90.79,43.48,29.09,2.12,Low
223,1,87.64,51.86,43.48,39.86,2.13,Low
475,1,64.0,10.5,43.48,25.84,1.42,lost customers
405,1,91.95,18.77,43.48,41.9,1.94,Low
569,1,151.11,2.11,43.48,64.58,2.47,Low
34,1,134.92,95.23,43.48,59.35,3.01,Medium
127,1,65.39,74.97,43.48,26.97,1.94,Low
126,1,110.0,75.41,43.48,50.06,2.6,Low
336,1,84.13,28.47,43.48,37.92,1.9,Low
266,1,128.09,43.2,43.48,57.13,2.56,Low
217,2,296.28,53.21,91.93,85.51,4.12,High
162,1,32.39,66.28,43.48,4.99,1.25,lost customers
464,1,75.03,11.6,43.48,33.03,1.64,Low
163,2,379.14,66.02,91.93,89.84,4.34,High
342,1,146.02,27.7,43.48,63.0,2.61,Low
342,1,253.08,27.7,43.48,82.4,3.16,Medium
455,1,152.99,12.77,43.48,65.0,2.56,Low
233,1,77.57,49.28,43.48,34.71,1.97,Low
51,1,42.17,90.36,43.48,11.46,1.61,Low
197,1,58.36,57.82,43.48,22.32,1.68,Low
16,1,88.78,99.67,43.48,40.55,2.51,Low
258,1,163.69,44.38,43.48,67.93,2.88,Low
350,1,226.14,26.5,43.48,79.69,3.08,Medium
523,1,85.22,5.74,43.48,38.52,1.75,Low
322,1,110.4,30.67,43.48,50.17,2.27,Low
224,1,47.68,51.55,43.48,15.35,1.43,lost customers
368,4,617.6,23.79,98.88,94.74,4.26,High
492,1,56.78,8.12,43.48,21.07,1.27,lost customers
476,1,21.76,10.32,43.48,0.8,0.71,lost customers
116,1,62.01,78.42,43.48,24.45,1.89,Low
404,1,152.11,18.95,43.48,64.81,2.6,Low
286,1,287.95,37.94,43.48,85.02,3.32,Medium
133,1,122.29,73.32,43.48,55.09,2.73,Low
176,1,103.55,63.09,43.48,47.25,2.43,Low
331,1,120.39,28.95,43.48,54.53,2.38,Low
16,1,116.38,99.67,43.48,52.72,2.86,Low
286,1,243.85,37.94,43.48,81.56,3.22,Medium
597,1,147.55,0.5,43.48,63.52,2.42,Low
198,2,218.04,57.49,91.93,78.6,3.96,Medium
146,1,26.88,70.32,43.48,2.18,1.2,lost customers
61,1,117.27,88.7,43.48,53.19,2.79,Low
43,1,58.28,92.56,43.48,22.28,1.94,Low
576,1,149.02,1.69,43.48,64.04,2.45,Low
231,1,102.26,49.87,43.48,46.62,2.31,Low
71,1,129.19,86.93,43.48,57.53,2.9,Low
455,1,94.21,12.77,43.48,42.9,1.93,Low
470,1,933.7,11.0,43.48,97.43,3.47,Medium
348,1,122.8,26.89,43.48,55.25,2.38,Low
226,1,500.29,50.95,43.48,92.96,3.64,Medium
491,2,41.75,8.29,91.93,11.16,1.67,Low
230,1,116.85,50.23,43.48,52.9,2.49,Low
98,1,395.58,81.31,43.48,90.33,3.79,Medium
47,1,110.58,91.81,43.48,50.22,2.73,Low
166,1,206.11,65.82,43.48,76.69,3.29,Medium
280,1,64.34,39.78,43.48,26.24,1.65,Low
293,1,194.53,35.24,43.48,74.74,3.0,Low
68,2,252.32,87.84,91.93,82.33,4.29,High
27,1,56.54,97.29,43.48,20.86,1.93,Low
551,1,159.13,3.31,43.48,66.69,2.53,Low
440,1,71.62,14.38,43.48,30.96,1.6,lost customers
280,1,79.33,39.78,43.48,35.72,1.92,Low
76,1,135.84,86.13,43.48,59.67,2.96,Low
22,1,138.95,98.48,43.48,60.9,3.08,Medium
153,1,166.91,68.72,43.48,68.85,3.09,Medium
132,2,245.4,73.76,91.93,81.7,4.17,High
323,1,165.39,30.43,43.48,68.43,2.79,Low
48,1,204.36,91.51,43.48,76.43,3.47,Medium
397,1,59.68,19.93,43.48,23.07,1.42,lost customers
506,1,77.41,6.8,43.48,34.53,1.64,Low
41,1,94.74,93.18,43.48,43.2,2.54,Low
496,1,54.34,7.86,43.48,19.56,1.23,lost customers
587,1,177.54,0.99,43.48,71.48,2.65,Low
288,1,56.78,36.66,43.48,21.07,1.48,lost customers
405,1,57.68,18.77,43.48,21.77,1.37,lost customers
147,1,243.51,69.99,43.48,81.52,3.46,Medium
119,1,242.44,77.55,43.48,81.42,3.51,Medium
345,1,43.1,27.09,43.48,12.2,1.16,lost customers
107,1,161.27,79.76,43.48,67.19,3.12,Medium
505,2,67.54,6.98,91.93,28.48,2.15,Low
189,1,158.29,60.04,43.48,66.46,2.95,Low
310,1,114.45,32.06,43.48,51.85,2.33,Low
216,1,73.96,53.55,43.48,32.5,1.94,Low
113,1,107.46,78.93,43.48,49.04,2.6,Low
432,1,81.89,15.24,43.48,36.74,1.77,Low
259,1,91.18,44.15,43.48,41.6,2.13,Low
331,1,361.45,28.95,43.48,89.06,3.36,Medium
429,1,116.36,15.41,43.48,52.69,2.23,Low
435,1,50.09,14.8,43.48,16.89,1.2,lost customers
202,1,106.38,56.75,43.48,48.52,2.42,Low
323,1,89.94,30.43,43.48,41.09,2.01,Low
126,1,241.15,75.41,43.48,81.3,3.49,Medium
107,1,133.58,79.76,43.48,58.9,2.89,Low
579,1,38.86,1.57,43.48,9.49,0.89,lost customers
202,1,38.8,56.75,43.48,9.47,1.3,lost customers
244,1,81.76,46.76,43.48,36.65,2.0,Low
370,1,325.41,23.57,43.48,87.37,3.28,Medium
287,1,50.0,37.33,43.48,16.8,1.37,lost customers
23,1,103.59,98.06,43.48,47.28,2.69,Low
155,1,245.57,68.05,43.48,81.72,3.45,Medium
125,2,227.72,75.83,91.93,79.9,4.13,High
426,1,58.99,15.9,43.48,22.7,1.37,lost customers
565,1,259.06,2.42,43.48,82.92,2.99,Low
43,1,143.55,92.56,43.48,62.28,3.08,Medium
266,2,206.74,43.2,91.93,76.76,3.8,Medium
183,1,118.58,61.49,43.48,53.85,2.6,Low
320,2,319.24,31.05,91.93,87.03,4.0,Medium
29,1,143.47,96.54,43.48,62.24,3.11,Medium
291,1,131.94,35.81,43.48,58.3,2.54,Low
343,1,294.75,27.49,43.48,85.43,3.25,Medium
424,4,21.81,16.22,98.88,0.85,1.53,lost customers
593,1,368.69,0.7,43.48,89.41,3.16,Medium
259,1,71.15,44.15,43.48,30.79,1.82,Low
250,2,374.78,45.38,91.93,89.68,4.18,High
156,1,108.21,67.8,43.48,49.45,2.53,Low
369,1,192.66,23.68,43.48,74.34,2.9,Low
443,1,105.28,13.89,43.48,47.94,2.08,Low
36,1,57.6,94.46,43.48,21.7,1.94,Low
408,1,72.05,18.22,43.48,31.2,1.63,Low
285,1,179.32,38.44,43.48,71.86,2.95,Low
413,2,135.95,17.62,91.93,59.71,3.12,Medium
218,1,30.29,52.84,43.48,3.82,1.11,lost customers
429,1,62.01,15.41,43.48,24.45,1.42,lost customers
320,1,231.96,31.05,43.48,80.34,3.13,Medium
219,1,72.38,52.55,43.48,31.45,1.9,Low
120,2,499.24,77.1,91.93,92.94,4.51,Top
107,1,92.9,79.76,43.48,42.37,2.41,Low
272,1,308.42,41.99,43.48,86.22,3.38,Medium
406,1,56.78,18.58,43.48,21.07,1.35,lost customers
49,1,129.19,91.18,43.48,57.53,2.93,Low
418,3,646.11,17.07,97.68,95.11,4.21,High
350,1,91.66,26.5,43.48,41.79,2.0,Low
413,1,38.09,17.62,43.48,9.02,1.0,lost customers
223,1,72.15,51.86,43.48,31.34,1.89,Low
506,1,49.42,6.8,43.48,16.54,1.13,lost customers
358,1,99.95,25.28,43.48,45.68,2.1,Low
202,1,63.6,56.75,43.48,25.59,1.76,Low
265,1,100.34,43.49,43.48,45.82,2.24,Low
203,2,180.36,56.36,91.93,72.02,3.76,Medium
286,1,36.35,37.94,43.48,7.58,1.11,lost customers
491,1,31.52,8.29,43.48,4.32,0.79,lost customers
434,1,56.42,14.95,43.48,20.81,1.31,lost customers
252,1,83.95,44.91,43.48,37.84,2.02,Low
177,6,28.19,62.8,99.68,2.91,1.95,Low
217,2,439.56,53.21,91.93,91.65,4.3,High
35,1,71.31,94.85,43.48,30.85,2.2,Low
127,1,121.76,74.97,43.48,54.92,2.74,Low
132,1,666.88,73.76,43.48,95.36,3.88,Medium
194,1,37.77,58.92,43.48,8.69,1.3,lost customers
147,1,465.4,69.99,43.48,92.24,3.76,Medium
160,2,429.82,67.1,91.93,91.4,4.4,High
114,1,130.65,78.6,43.48,57.95,2.85,Low
224,1,163.79,51.55,43.48,67.98,2.93,Low
230,1,43.62,50.23,43.48,12.51,1.34,lost customers
91,1,333.45,82.87,43.48,87.75,3.73,Medium
391,1,53.33,20.73,43.48,18.85,1.3,lost customers
21,1,60.41,98.88,43.48,23.45,2.02,Low
214,1,224.39,54.13,43.48,79.48,3.28,Medium
447,1,34.09,13.64,43.48,6.07,0.88,lost customers
477,1,206.57,10.13,43.48,76.74,2.87,Low
128,1,176.88,74.55,43.48,71.32,3.2,Medium
148,2,95.48,69.62,91.93,43.55,3.05,Medium
288,1,88.72,36.66,43.48,40.5,2.04,Low
100,1,91.21,80.68,43.48,41.64,2.4,Low
463,1,67.77,11.78,43.48,28.61,1.51,lost customers
295,1,47.69,34.57,43.48,15.39,1.31,lost customers
421,1,131.16,16.49,43.48,58.08,2.39,Low
84,1,69.44,84.42,43.48,29.71,2.09,Low
161,1,108.05,66.7,43.48,49.37,2.52,Low
106,1,88.22,79.98,43.48,40.25,2.36,Low
135,2,132.64,72.92,91.93,58.55,3.5,Medium
152,1,134.93,68.98,43.48,59.35,2.82,Low
505,1,81.78,6.98,43.48,36.67,1.71,Low
106,1,87.41,79.98,43.48,39.69,2.34,Low
449,1,51.75,13.36,43.48,17.83,1.22,lost customers
189,1,126.68,60.04,43.48,56.63,2.67,Low
223,1,165.8,51.86,43.48,68.56,2.95,Low
133,1,249.48,73.32,43.48,82.08,3.5,Medium
82,1,97.69,84.91,43.48,44.47,2.51,Low
89,1,73.66,83.45,43.48,32.39,2.16,Low
231,1,29.44,49.87,43.48,3.41,1.08,lost customers
252,1,182.29,44.91,43.48,72.37,3.01,Medium
224,1,40.1,51.55,43.48,10.26,1.29,lost customers
274,1,115.31,41.28,43.48,52.19,2.41,Low
242,1,267.0,47.19,43.48,83.55,3.34,Medium
322,1,121.09,30.67,43.48,54.72,2.4,Low
208,2,509.4,55.14,91.93,93.12,4.35,High
138,5,327.17,72.55,99.41,87.45,4.43,High
93,1,157.43,82.17,43.48,66.22,3.11,Medium
208,1,406.23,55.14,43.48,90.64,3.61,Medium
419,3,1925.46,16.88,97.68,99.25,4.32,High
579,1,32.62,1.57,43.48,5.11,0.77,lost customers
172,1,343.85,64.41,43.48,88.27,3.61,Medium
159,1,62.7,67.37,43.48,24.92,1.82,Low
372,1,113.34,23.21,43.48,51.35,2.25,Low
236,1,164.79,48.83,43.48,68.28,2.92,Low
193,1,143.92,59.22,43.48,62.38,2.83,Low
197,1,35.48,57.82,43.48,7.0,1.24,lost customers
343,1,74.05,27.49,43.48,32.55,1.74,Low
576,1,169.99,1.69,43.48,69.71,2.61,Low
285,1,186.52,38.44,43.48,73.13,2.98,Low
330,1,118.93,29.2,43.48,53.99,2.37,Low
51,1,128.99,90.36,43.48,57.47,2.92,Low
208,1,47.77,55.14,43.48,15.46,1.46,lost customers
380,1,96.22,22.08,43.48,43.8,2.02,Low
221,1,102.4,52.38,43.48,46.67,2.33,Low
583,1,132.51,1.17,43.48,58.51,2.29,Low
496,1,76.66,7.86,43.48,34.08,1.64,Low
441,1,122.76,14.24,43.48,55.23,2.29,Low
205,1,33.08,55.7,43.48,5.42,1.18,lost customers
168,1,51.15,65.27,43.48,17.55,1.6,lost customers
483,1,56.69,9.38,43.48,20.97,1.28,lost customers
93,1,50.13,82.17,43.48,16.97,1.71,Low
233,1,216.83,49.28,43.48,78.39,3.21,Medium
309,1,114.45,32.28,43.48,51.85,2.33,Low
372,1,24.75,23.21,43.48,1.52,0.83,lost customers
117,1,177.83,78.26,43.48,71.53,3.23,Medium
36,1,41.24,94.46,43.48,10.94,1.63,Low
407,1,122.88,18.4,43.48,55.27,2.32,Low
300,1,131.73,33.71,43.48,58.26,2.52,Low
176,1,276.07,63.09,43.48,84.2,3.48,Medium
540,6,1085.3,4.2,99.68,97.98,4.22,High
300,1,144.64,33.71,43.48,62.62,2.65,Low
280,1,40.53,39.78,43.48,10.5,1.21,lost customers
35,1,32.37,94.85,43.48,4.89,1.46,lost customers
253,1,55.24,44.71,43.48,20.23,1.52,lost customers
133,6,2740.62,73.32,99.68,99.61,4.78,Top
71,1,250.73,86.93,43.48,82.19,3.6,Medium
229,1,31.75,50.55,43.48,4.45,1.11,lost customers
110,1,35.38,79.58,43.48,6.92,1.4,lost customers
120,1,210.2,77.1,43.48,77.34,3.39,Medium
298,1,96.8,34.26,43.48,44.1,2.12,Low
363,1,65.79,24.58,43.48,27.27,1.57,lost customers
120,1,46.13,77.1,43.48,14.34,1.6,lost customers
218,1,60.37,52.84,43.48,23.42,1.67,Low
540,1,336.31,4.2,43.48,87.9,3.15,Medium
338,1,117.85,28.1,43.48,53.44,2.34,Low
464,1,58.27,11.6,43.48,22.25,1.33,lost customers
238,1,105.28,48.15,43.48,47.94,2.34,Low
343,1,141.89,27.49,43.48,61.74,2.57,Low
125,1,551.52,75.83,43.48,93.82,3.85,Medium
111,1,104.63,79.42,43.48,47.66,2.56,Low
28,2,109.2,96.93,91.93,49.77,3.43,Medium
350,1,368.11,26.5,43.48,89.37,3.35,Medium
386,3,314.97,21.31,97.68,86.71,4.0,Medium
194,1,136.3,58.92,43.48,59.82,2.76,Low
467,2,242.18,11.43,91.93,81.4,3.69,Medium
195,1,55.59,58.59,43.48,20.37,1.63,Low
287,2,97.09,37.33,91.93,44.26,2.83,Low
67,1,1214.65,87.95,43.48,98.3,4.07,High
162,1,341.02,66.28,43.48,88.14,3.62,Medium
365,2,239.44,24.09,91.93,81.17,3.78,Medium
558,1,208.59,2.76,43.48,77.11,2.83,Low
148,1,161.01,69.62,43.48,67.13,3.04,Medium
329,1,110.42,29.47,43.48,50.18,2.26,Low
70,1,82.56,87.31,43.48,37.05,2.32,Low
330,1,71.14,29.2,43.48,30.73,1.7,Low
491,1,235.42,8.29,43.48,80.71,2.97,Low
371,1,63.1,23.43,43.48,25.2,1.5,lost customers
239,1,29.3,47.78,43.48,3.34,1.06,lost customers
343,1,196.97,27.49,43.48,75.22,2.96,Low
132,1,85.33,73.76,43.48,38.59,2.26,Low
377,1,45.53,22.65,43.48,13.92,1.18,lost customers
450,1,32.09,13.16,43.48,4.74,0.84,lost customers
140,1,249.39,71.82,43.48,82.07,3.49,Medium
274,1,129.24,41.28,43.48,57.55,2.56,Low
280,1,26.78,39.78,43.48,2.15,0.97,lost customers
569,1,215.06,2.11,43.48,78.05,2.85,Low
169,1,80.75,64.85,43.48,36.27,2.13,Low
390,1,265.76,20.92,43.48,83.43,3.14,Medium
204,1,313.5,55.99,43.48,86.6,3.5,Medium
103,1,211.93,80.38,43.48,77.57,3.42,Medium
553,1,41.52,3.11,43.48,11.03,0.95,lost customers
602,1,33.33,0.41,43.48,5.58,0.77,lost customers
240,1,51.75,47.46,43.48,17.83,1.47,lost customers
426,1,61.23,15.9,43.48,23.93,1.41,lost customers
198,1,111.83,57.49,43.48,50.65,2.48,Low
372,1,61.69,23.21,43.48,24.14,1.47,lost customers
204,1,403.27,55.99,43.48,90.55,3.61,Medium
576,1,39.52,1.69,43.48,9.89,0.9,lost customers
328,1,132.85,29.68,43.48,58.6,2.5,Low
449,1,28.09,13.36,43.48,2.85,0.79,lost customers
145,1,47.23,70.65,43.48,15.0,1.57,lost customers
183,1,63.83,61.49,43.48,25.73,1.8,Low
96,1,84.34,81.81,43.48,38.09,2.31,Low
71,1,142.17,86.93,43.48,61.83,3.02,Medium
356,1,26.68,25.74,43.48,2.06,0.86,lost customers
286,1,66.78,37.94,43.48,27.9,1.69,Low
555,1,79.61,2.89,43.48,35.86,1.65,Low
477,1,105.28,10.13,43.48,47.94,2.05,Low
33,1,137.83,95.63,43.48,60.39,3.05,Medium
411,1,127.6,18.02,43.48,56.95,2.37,Low
230,1,99.82,50.23,43.48,45.54,2.28,Low
242,2,329.24,47.19,91.93,87.57,4.14,High
195,1,305.51,58.59,43.48,86.03,3.5,Medium
27,1,67.14,97.29,43.48,28.12,2.14,Low
69,1,87.11,87.6,43.48,39.53,2.39,Low
222,2,757.48,52.15,91.93,96.25,4.42,High
483,1,30.75,9.38,43.48,3.95,0.79,lost customers
531,2,228.14,5.11,91.93,79.94,3.6,Medium
112,1,69.37,79.21,43.48,29.68,2.05,Low
379,1,59.36,22.26,43.48,22.95,1.43,lost customers
278,1,100.95,40.58,43.48,46.02,2.22,Low
287,1,65.6,37.33,43.48,27.08,1.66,Low
539,1,63.91,4.34,43.48,25.76,1.38,lost customers
327,1,31.77,29.91,43.48,4.53,0.96,lost customers
194,1,44.6,58.92,43.48,13.24,1.43,lost customers
246,1,106.29,46.03,43.48,48.46,2.33,Low
554,2,698.2,3.0,91.93,95.69,4.04,High
538,1,44.83,4.45,43.48,13.33,1.02,lost customers
379,1,205.83,22.26,43.48,76.63,2.96,Low
321,1,148.06,30.87,43.48,63.69,2.66,Low
279,1,147.15,40.21,43.48,63.36,2.72,Low
187,1,187.41,60.76,43.48,73.31,3.15,Medium
240,2,541.96,47.46,91.93,93.67,4.31,High
286,1,66.67,37.94,43.48,27.77,1.68,Low
440,1,280.63,14.38,43.48,84.51,3.13,Medium
495,2,428.2,8.02,91.93,91.35,3.95,Medium
484,1,70.04,9.18,43.48,30.1,1.54,lost customers
289,1,194.06,36.12,43.48,74.63,3.01,Medium
236,1,173.62,48.83,43.48,70.52,2.98,Low
288,1,127.48,36.66,43.48,56.91,2.51,Low
428,1,242.02,15.56,43.48,81.38,3.04,Medium
489,1,504.33,8.67,43.48,93.02,3.32,Medium
208,1,80.2,55.14,43.48,36.1,2.05,Low
168,1,128.13,65.27,43.48,57.14,2.73,Low
27,1,85.81,97.29,43.48,38.84,2.45,Low
207,2,135.36,55.49,91.93,59.48,3.4,Medium
421,1,62.01,16.49,43.48,24.45,1.43,lost customers
140,1,155.76,71.82,43.48,65.74,3.02,Medium
140,1,176.16,71.82,43.48,71.16,3.18,Medium
77,2,223.44,85.88,91.93,79.36,4.19,High
559,1,165.37,2.65,43.48,68.43,2.58,Low
118,1,118.23,77.93,43.48,53.7,2.72,Low
567,1,138.26,2.28,43.48,60.59,2.35,Low
56,5,92.6,89.43,99.41,42.2,3.27,Medium
21,1,203.91,98.88,43.48,76.34,3.53,Medium
448,2,324.64,13.52,91.93,87.33,3.88,Medium
482,1,153.54,9.57,43.48,65.19,2.54,Low
113,1,45.22,78.93,43.48,13.73,1.59,lost customers
183,1,132.38,61.49,43.48,58.47,2.74,Low
132,1,57.38,73.76,43.48,21.5,1.77,Low
484,1,53.52,9.18,43.48,18.95,1.22,lost customers
392,2,711.52,20.54,91.93,95.83,4.17,High
291,1,182.91,35.81,43.48,72.47,2.94,Low
407,1,84.62,18.4,43.48,38.22,1.84,Low
203,1,65.05,56.36,43.48,26.71,1.79,Low
505,1,38.96,6.98,43.48,9.54,0.93,lost customers
200,2,486.22,57.31,91.93,92.68,4.36,High
379,2,419.08,22.26,91.93,91.1,4.05,High
202,1,141.55,56.75,43.48,61.65,2.79,Low
51,1,108.81,90.36,43.48,49.66,2.7,Low
330,1,23.62,29.2,43.48,1.24,0.86,lost customers
30,1,158.74,96.1,43.48,66.58,3.23,Medium
450,1,546.45,13.16,43.48,93.74,3.38,Medium
546,1,20.95,3.7,43.48,0.61,0.65,lost customers
