recency,frequency,monetary,r_rank_norm,f_rank_norm,m_rank_norm,RFM_score,customer_segment
323,1,123.42,30.43,43.48,55.47,2.42,Low
195,1,90.17,58.59,43.48,41.15,2.22,Low
197,1,26.68,57.82,43.48,2.06,1.1,lost customers
19,1,63.43,99.42,43.48,25.5,2.08,Low
20,1,102.93,99.18,43.48,46.93,2.69,Low
286,2,449.2,37.94,91.93,91.85,4.19,High
546,3,489.81,3.7,97.68,92.75,4.04,High
343,1,64.0,27.49,43.48,25.84,1.55,lost customers
389,1,44.0,21.03,43.48,12.73,1.13,lost customers
117,1,69.9,78.26,43.48,29.98,2.05,Low
86,1,42.77,83.78,43.48,11.89,1.58,lost customers
278,1,115.32,40.58,43.48,52.2,2.4,Low
268,1,44.53,42.65,43.48,13.21,1.31,lost customers
271,1,358.04,42.29,43.48,88.92,3.46,Medium
224,2,258.48,51.55,91.93,82.86,4.04,High
274,1,82.82,41.28,43.48,37.22,1.98,Low
289,1,87.74,36.12,43.48,40.0,2.02,Low
225,1,115.45,51.22,43.48,52.32,2.48,Low
476,1,73.34,10.32,43.48,32.16,1.6,lost customers
480,1,32.77,9.84,43.48,5.26,0.83,lost customers
358,1,258.99,25.28,43.48,82.91,3.16,Medium
348,1,367.11,26.89,43.48,89.31,3.36,Medium
413,1,145.88,17.62,43.48,62.95,2.54,Low
58,1,67.18,88.88,43.48,28.13,2.08,Low
273,1,36.75,41.65,43.48,7.84,1.14,lost customers
358,1,591.4,25.28,43.48,94.36,3.49,Medium
55,1,182.4,89.71,43.48,72.38,3.34,Medium
230,1,39.08,50.23,43.48,9.61,1.26,lost customers
230,2,475.34,50.23,91.93,92.46,4.3,High
48,1,55.11,91.51,43.48,20.14,1.87,Low
292,1,72.14,35.55,43.48,31.29,1.77,Low
398,2,101.12,19.74,91.93,46.07,2.75,Low
138,1,119.73,72.55,43.48,54.28,2.7,Low
453,1,71.44,12.97,43.48,30.89,1.59,lost customers
347,2,204.35,27.0,91.93,76.42,3.67,Medium
537,1,218.67,4.56,43.48,78.74,2.89,Low
161,2,674.18,66.7,91.93,95.45,4.51,Top
114,1,124.62,78.6,43.48,55.93,2.79,Low
132,1,123.18,73.76,43.48,55.37,2.74,Low
340,1,77.57,27.99,43.48,34.71,1.81,Low
120,1,93.18,77.1,43.48,42.48,2.4,Low
359,2,180.0,25.06,91.93,71.96,3.53,Medium
280,1,31.75,39.78,43.48,4.45,1.03,lost customers
64,1,51.15,88.19,43.48,17.55,1.77,Low
135,1,254.23,72.92,43.48,82.52,3.51,Medium
140,1,121.91,71.82,43.48,54.97,2.71,Low
386,2,238.6,21.31,91.93,81.08,3.76,Medium
198,1,61.88,57.49,43.48,24.36,1.73,Low
485,1,647.4,9.0,43.48,95.12,3.39,Medium
597,1,36.82,0.5,43.48,7.96,0.84,lost customers
82,1,186.05,84.91,43.48,73.03,3.33,Medium
398,1,71.13,19.74,43.48,30.69,1.63,Low
398,1,138.41,19.74,43.48,60.63,2.48,Low
153,1,67.36,68.72,43.48,28.26,1.93,Low
93,1,34.38,82.17,43.48,6.22,1.4,lost customers
112,1,67.83,79.21,43.48,28.65,2.02,Low
235,1,57.43,49.11,43.48,21.53,1.59,lost customers
364,1,334.49,24.36,43.48,87.79,3.29,Medium
145,1,55.97,70.65,43.48,20.58,1.73,Low
225,1,104.27,51.22,43.48,47.48,2.35,Low
386,1,31.34,21.31,43.48,4.23,0.89,lost customers
517,1,120.14,6.24,43.48,54.46,2.21,Low
110,1,46.23,79.58,43.48,14.43,1.62,Low
365,1,80.43,24.09,43.48,36.18,1.82,Low
93,1,77.03,82.17,43.48,34.34,2.2,Low
110,1,26.18,79.58,43.48,1.92,1.26,lost customers
28,1,78.19,96.93,43.48,35.18,2.34,Low
79,1,112.09,85.24,43.48,50.78,2.7,Low
376,1,466.89,22.82,43.48,92.27,3.41,Medium
349,1,54.33,26.71,43.48,19.55,1.37,lost customers
288,1,109.16,36.66,43.48,49.75,2.3,Low
310,1,32.46,32.06,43.48,5.07,0.99,lost customers
133,1,133.21,73.32,43.48,58.74,2.83,Low
246,1,57.72,46.03,43.48,21.84,1.58,lost customers
27,1,85.81,97.29,43.48,38.84,2.45,Low
153,1,199.69,68.72,43.48,75.72,3.28,Medium
369,1,54.38,23.68,43.48,19.59,1.34,lost customers
228,1,44.09,50.79,43.48,12.84,1.36,lost customers
16,1,68.55,99.67,43.48,29.16,2.19,Low
111,1,83.57,79.42,43.48,37.68,2.28,Low
100,1,56.88,80.68,43.48,21.2,1.82,Low
426,1,46.53,15.9,43.48,14.54,1.14,lost customers
37,1,73.05,93.99,43.48,31.88,2.22,Low
258,1,49.24,44.38,43.48,16.42,1.41,lost customers
397,1,136.07,19.93,43.48,59.75,2.46,Low
19,1,24.38,99.42,43.48,1.44,1.4,lost customers
512,1,145.08,6.48,43.48,62.77,2.45,Low
371,2,234.72,23.43,91.93,80.63,3.76,Medium
287,1,118.1,37.33,43.48,53.67,2.42,Low
420,1,306.78,16.7,43.48,86.13,3.19,Medium
135,1,83.23,72.92,43.48,37.49,2.22,Low
147,1,119.48,69.99,43.48,54.2,2.68,Low
523,1,185.61,5.74,43.48,72.93,2.73,Low
135,1,127.3,72.92,43.48,56.84,2.78,Low
372,1,26.28,23.21,43.48,1.94,0.84,lost customers
195,1,79.8,58.59,43.48,35.94,2.07,Low
96,1,146.36,81.81,43.48,63.1,3.02,Medium
243,1,49.4,46.97,43.48,16.51,1.43,lost customers
285,1,218.55,38.44,43.48,78.71,3.14,Medium
49,1,234.52,91.18,43.48,80.61,3.59,Medium
428,1,2029.62,15.56,43.48,99.34,3.56,Medium
279,1,311.1,40.21,43.48,86.46,3.37,Medium
400,1,36.78,19.37,43.48,7.92,0.98,lost customers
274,1,120.9,41.28,43.48,54.65,2.48,Low
203,1,187.73,56.36,43.48,73.39,3.12,Medium
42,1,117.93,92.9,43.48,53.52,2.83,Low
69,1,196.41,87.6,43.48,75.14,3.41,Medium
124,1,56.88,76.21,43.48,21.2,1.78,Low
531,1,46.11,5.11,43.48,14.32,1.06,lost customers
75,1,81.34,86.41,43.48,36.51,2.3,Low
531,1,57.09,5.11,43.48,21.32,1.25,lost customers
224,1,38.38,51.55,43.48,9.28,1.26,lost customers
286,1,780.98,37.94,43.48,96.43,3.64,Medium
224,1,40.99,51.55,43.48,10.78,1.3,lost customers
439,1,76.17,14.51,43.48,33.8,1.68,Low
503,1,231.45,7.25,43.48,80.3,2.95,Low
330,1,102.87,29.2,43.48,46.9,2.16,Low
265,1,190.37,43.49,43.48,73.95,3.04,Medium
576,1,154.54,1.69,43.48,65.43,2.49,Low
167,2,284.24,65.58,91.93,84.75,4.19,High
425,1,201.04,16.09,43.48,75.91,2.89,Low
351,1,52.0,26.3,43.48,18.0,1.32,lost customers
393,1,177.38,20.34,43.48,71.42,2.8,Low
83,1,813.33,84.68,43.48,96.65,4.0,Medium
127,1,99.43,74.97,43.48,45.34,2.46,Low
145,1,199.42,70.65,43.48,75.68,3.3,Medium
182,1,68.37,61.87,43.48,29.05,1.9,Low
326,1,75.08,30.07,43.48,33.15,1.78,Low
341,1,148.22,27.87,43.48,63.83,2.64,Low
201,1,30.93,57.08,43.48,4.02,1.15,lost customers
175,1,32.38,63.49,43.48,4.95,1.23,lost customers
266,1,175.56,43.2,43.48,70.99,2.96,Low
131,1,385.37,74.16,43.48,90.03,3.73,Medium
196,1,233.79,58.25,43.48,80.5,3.34,Medium
114,1,105.52,78.6,43.48,48.14,2.57,Low
442,1,68.02,14.08,43.48,28.74,1.53,lost customers
182,1,35.96,61.87,43.48,7.35,1.28,lost customers
572,1,77.06,2.01,43.48,34.36,1.6,lost customers
289,1,225.71,36.12,43.48,79.64,3.15,Medium
371,1,852.37,23.43,43.48,96.95,3.55,Medium
170,1,42.39,64.56,43.48,11.57,1.42,lost customers
196,1,82.62,58.25,43.48,37.08,2.1,Low
105,1,97.43,80.19,43.48,44.38,2.47,Low
405,1,55.0,18.77,43.48,19.9,1.32,lost customers
365,1,40.1,24.09,43.48,10.26,1.08,lost customers
186,1,138.82,61.02,43.48,60.84,2.8,Low
358,1,634.94,25.28,43.48,94.99,3.51,Medium
208,1,159.21,55.14,43.48,66.72,2.92,Low
215,1,21.71,53.87,43.48,0.78,1.03,lost customers
190,1,366.9,59.68,43.48,89.3,3.6,Medium
232,1,163.78,49.49,43.48,67.96,2.92,Low
93,1,872.52,82.17,43.48,97.09,3.99,Medium
175,1,157.91,63.49,43.48,66.36,2.98,Low
204,1,150.05,55.99,43.48,64.32,2.86,Low
125,1,198.12,75.83,43.48,75.42,3.33,Medium
68,1,132.81,87.84,43.48,58.58,2.94,Low
230,3,699.93,50.23,97.68,95.71,4.47,High
289,1,116.94,36.12,43.48,53.0,2.39,Low
298,1,117.95,34.26,43.48,53.58,2.39,Low
356,1,127.98,25.74,43.48,57.06,2.43,Low
36,1,140.47,94.46,43.48,61.39,3.07,Medium
33,2,232.68,95.63,91.93,80.4,4.3,High
407,1,354.59,18.4,43.48,88.78,3.28,Medium
292,1,83.22,35.55,43.48,37.46,1.94,Low
156,1,62.69,67.8,43.48,24.91,1.83,Low
300,1,186.85,33.71,43.48,73.2,2.95,Low
429,1,120.49,15.41,43.48,54.55,2.28,Low
35,1,152.95,94.85,43.48,65.0,3.17,Medium
433,2,194.4,15.07,91.93,74.7,3.53,Medium
291,1,109.5,35.81,43.48,49.9,2.3,Low
406,1,706.33,18.58,43.48,95.77,3.48,Medium
77,1,119.79,85.88,43.48,54.3,2.8,Low
307,1,127.41,32.76,43.48,56.87,2.48,Low
173,1,101.64,64.11,43.48,46.3,2.41,Low
469,1,110.4,11.15,43.48,50.17,2.12,Low
425,1,59.33,16.09,43.48,22.93,1.38,lost customers
47,1,71.58,91.81,43.48,30.95,2.18,Low
364,1,45.59,24.36,43.48,13.94,1.19,lost customers
110,1,276.26,79.58,43.48,84.22,3.61,Medium
126,1,37.54,75.41,43.48,8.46,1.42,lost customers
343,1,476.87,27.49,43.48,92.5,3.45,Medium
266,1,243.45,43.2,43.48,81.52,3.26,Medium
112,1,102.56,79.21,43.48,46.71,2.53,Low
291,1,130.26,35.81,43.48,57.86,2.53,Low
97,1,61.23,81.55,43.48,23.93,1.9,Low
161,1,50.23,66.7,43.48,17.01,1.59,lost customers
196,2,752.0,58.25,91.93,96.19,4.47,High
468,1,73.83,11.29,43.48,32.46,1.62,Low
288,1,39.24,36.66,43.48,9.78,1.16,lost customers
226,1,217.06,50.95,43.48,78.43,3.23,Medium
210,1,675.94,54.35,43.48,95.48,3.74,Medium
158,1,78.2,67.6,43.48,35.21,2.12,Low
281,1,273.27,39.3,43.48,84.03,3.3,Medium
343,1,181.55,27.49,43.48,72.23,2.87,Low
398,1,123.29,19.74,43.48,55.42,2.34,Low
166,1,1006.34,65.82,43.48,97.69,3.89,Medium
506,1,31.51,6.8,43.48,4.32,0.78,lost customers
163,1,47.29,66.02,43.48,15.04,1.53,lost customers
364,1,57.59,24.36,43.48,21.67,1.41,lost customers
288,1,105.38,36.66,43.48,48.09,2.25,Low
293,1,72.37,35.24,43.48,31.44,1.77,Low
44,1,18.29,92.17,43.48,0.22,1.31,lost customers
315,1,65.71,31.64,43.48,27.18,1.62,Low
54,1,44.18,90.01,43.48,12.95,1.65,Low
47,1,238.57,91.81,43.48,81.07,3.61,Medium
278,1,155.73,40.58,43.48,65.73,2.79,Low
532,1,165.21,4.99,43.48,68.38,2.59,Low
582,1,81.69,1.28,43.48,36.61,1.66,Low
289,1,186.82,36.12,43.48,73.18,2.97,Low
161,1,65.46,66.7,43.48,27.0,1.88,Low
179,1,73.03,62.63,43.48,31.86,1.99,Low
15,1,301.8,99.85,43.48,85.84,3.8,Medium
204,1,78.0,55.99,43.48,35.1,2.03,Low
112,1,151.78,79.21,43.48,64.74,3.05,Medium
91,2,188.8,82.87,91.93,73.61,4.01,High
305,1,58.11,33.11,43.48,22.12,1.49,lost customers
35,1,37.95,94.85,43.48,8.9,1.57,lost customers
235,1,139.61,49.11,43.48,61.15,2.72,Low
553,1,352.98,3.11,43.48,88.71,3.16,Medium
286,1,154.04,37.94,43.48,65.31,2.75,Low
85,1,167.55,84.12,43.48,69.06,3.21,Medium
106,1,177.22,79.98,43.48,71.38,3.24,Medium
138,5,1975.85,72.55,99.41,99.29,4.77,Top
162,1,198.73,66.28,43.48,75.54,3.26,Medium
148,1,96.93,69.62,43.48,44.2,2.39,Low
307,2,113.0,32.76,91.93,51.18,2.99,Low
191,1,167.34,59.4,43.48,68.99,3.02,Medium
37,1,59.56,93.99,43.48,23.03,1.97,Low
322,1,113.44,30.67,43.48,51.4,2.3,Low
491,1,136.59,8.29,43.48,59.92,2.38,Low
125,1,142.45,75.83,43.48,61.91,2.94,Low
348,1,190.87,26.89,43.48,74.04,2.92,Low
285,1,358.04,38.44,43.48,88.92,3.43,Medium
34,1,57.98,95.23,43.48,22.0,1.95,Low
263,1,173.84,43.87,43.48,70.59,2.95,Low
92,1,57.29,82.56,43.48,21.46,1.84,Low
329,1,64.1,29.47,43.48,26.02,1.57,lost customers
84,1,139.17,84.42,43.48,61.02,2.98,Low
33,1,25.78,95.63,43.48,1.81,1.38,lost customers
148,2,41.86,69.62,91.93,11.28,2.13,Low
365,1,35.0,24.09,43.48,6.56,0.98,lost customers
232,1,36.59,49.49,43.48,7.69,1.2,lost customers
260,1,91.0,43.99,43.48,41.5,2.12,Low
225,1,207.02,51.22,43.48,76.85,3.18,Medium
83,1,176.3,84.68,43.48,71.2,3.27,Medium
525,2,113.68,5.5,91.93,51.52,2.8,Low
35,1,143.5,94.85,43.48,62.27,3.09,Medium
105,1,243.07,80.19,43.48,81.48,3.53,Medium
208,1,184.84,55.14,43.48,72.79,3.1,Medium
124,1,117.27,76.21,43.48,53.19,2.7,Low
481,1,14.78,9.75,43.48,0.05,0.68,lost customers
284,1,252.0,38.76,43.48,82.3,3.25,Medium
188,1,170.01,60.41,43.48,69.72,3.05,Medium
23,1,127.08,98.06,43.48,56.78,2.96,Low
127,1,43.78,74.97,43.48,12.6,1.53,lost customers
209,1,33.75,54.69,43.48,5.78,1.18,lost customers
271,1,40.09,42.29,43.48,10.22,1.22,lost customers
406,1,95.21,18.58,43.48,43.37,1.98,Low
268,1,97.92,42.65,43.48,44.66,2.2,Low
285,1,28.99,38.44,43.48,3.23,0.99,lost customers
349,1,106.29,26.71,43.48,48.46,2.19,Low
519,1,583.3,6.01,43.48,94.28,3.34,Medium
240,1,89.88,47.46,43.48,41.05,2.13,Low
525,1,42.42,5.5,43.48,11.61,0.98,lost customers
72,1,38.86,86.63,43.48,9.49,1.53,lost customers
357,1,174.74,25.53,43.48,70.8,2.82,Low
539,2,51.42,4.34,91.93,17.64,1.82,Low
286,1,125.9,37.94,43.48,56.34,2.5,Low
321,1,91.35,30.87,43.48,41.71,2.03,Low
418,1,119.08,17.07,43.48,54.04,2.28,Low
82,1,20.31,84.91,43.48,0.51,1.26,lost customers
54,1,82.56,90.01,43.48,37.05,2.34,Low
356,1,314.31,25.74,43.48,86.66,3.27,Medium
323,1,74.64,30.43,43.48,32.91,1.77,Low
478,1,158.04,9.94,43.48,66.38,2.58,Low
193,1,122.47,59.22,43.48,55.15,2.62,Low
349,1,956.86,26.71,43.48,97.51,3.59,Medium
478,1,106.95,9.94,43.48,48.83,2.07,Low
365,2,135.06,24.09,91.93,59.39,3.16,Medium
173,1,41.96,64.11,43.48,11.32,1.41,lost customers
425,1,83.8,16.09,43.48,37.79,1.81,Low
36,3,248.85,94.46,97.68,82.03,4.41,High
559,1,45.86,2.65,43.48,14.11,1.03,lost customers
236,1,44.35,48.83,43.48,13.09,1.35,lost customers
91,1,75.27,82.87,43.48,33.32,2.18,Low
384,1,25.77,21.74,43.48,1.8,0.82,lost customers
21,1,74.51,98.88,43.48,32.86,2.29,Low
313,1,1229.19,31.84,43.48,98.34,3.65,Medium
414,3,168.49,17.42,97.68,69.34,3.47,Medium
42,1,140.4,92.9,43.48,61.38,3.05,Medium
299,1,62.01,34.02,43.48,24.45,1.56,lost customers
250,1,63.27,45.38,43.48,25.38,1.67,Low
278,1,61.11,40.58,43.48,23.88,1.59,lost customers
208,1,82.98,55.14,43.48,37.33,2.09,Low
540,1,78.6,4.2,43.48,35.37,1.65,Low
399,1,155.63,19.56,43.48,65.68,2.63,Low
235,1,49.4,49.11,43.48,16.51,1.45,lost customers
75,3,721.26,86.41,97.68,95.93,4.75,Top
474,1,119.46,10.66,43.48,54.18,2.23,Low
127,1,189.19,74.97,43.48,73.72,3.27,Medium
85,1,71.49,84.12,43.48,30.9,2.12,Low
75,1,87.18,86.41,43.48,39.57,2.38,Low
58,1,159.62,88.88,43.48,66.81,3.18,Medium
190,1,88.06,59.68,43.48,40.16,2.2,Low
28,1,218.07,96.93,43.48,78.61,3.58,Medium
540,1,101.23,4.2,43.48,46.14,1.96,Low
453,3,931.95,12.97,97.68,97.42,4.24,High
285,1,98.14,38.44,43.48,44.73,2.17,Low
498,1,192.56,7.53,43.48,74.31,2.78,Low
217,1,123.52,53.21,43.48,55.52,2.59,Low
342,1,77.66,27.7,43.48,34.89,1.81,Low
56,1,231.33,89.43,43.48,80.29,3.57,Medium
23,1,40.97,98.06,43.48,10.77,1.65,Low
380,1,94.99,22.08,43.48,43.28,2.01,Low
385,1,131.35,21.55,43.48,58.13,2.43,Low
552,2,148.4,3.21,91.93,63.89,3.13,Medium
597,1,263.04,0.5,43.48,83.22,2.98,Low
169,2,372.88,64.85,91.93,89.61,4.33,High
156,1,180.82,67.8,43.48,72.11,3.17,Medium
481,1,35.79,9.75,43.48,7.22,0.89,lost customers
117,1,887.45,78.26,43.48,97.18,3.97,Medium
21,1,53.36,98.88,43.48,18.87,1.89,Low
294,1,162.55,34.89,43.48,67.54,2.8,Low
566,1,102.75,2.34,43.48,46.83,1.96,Low
223,1,67.5,51.86,43.48,28.4,1.81,Low
586,1,113.86,1.07,43.48,51.6,2.09,Low
356,1,137.21,25.74,43.48,60.16,2.52,Low
180,1,189.56,62.42,43.48,73.82,3.18,Medium
321,1,77.57,30.87,43.48,34.71,1.83,Low
30,1,214.73,96.1,43.48,78.0,3.55,Medium
418,1,72.57,17.07,43.48,31.57,1.64,Low
411,1,106.97,18.02,43.48,48.85,2.14,Low
237,1,45.0,48.51,43.48,13.43,1.36,lost customers
287,1,51.75,37.33,43.48,17.83,1.4,lost customers
491,1,86.18,8.29,43.48,39.11,1.79,Low
79,1,34.71,85.24,43.48,6.35,1.43,lost customers
435,1,55.59,14.8,43.48,20.37,1.3,lost customers
172,2,436.92,64.41,91.93,91.57,4.38,High
50,1,444.07,90.79,43.48,91.74,3.9,Medium
274,1,173.31,41.28,43.48,70.45,2.93,Low
187,1,66.78,60.76,43.48,27.9,1.86,Low
517,1,142.71,6.24,43.48,62.0,2.42,Low
238,1,85.14,48.15,43.48,38.43,2.07,Low
26,1,31.23,97.65,43.48,4.17,1.46,lost customers
29,1,32.7,96.54,43.48,5.19,1.48,lost customers
113,1,152.38,78.93,43.48,64.86,3.05,Medium
412,1,49.1,17.85,43.48,16.35,1.21,lost customers
84,1,385.86,84.42,43.48,90.05,3.81,Medium
280,1,72.96,39.78,43.48,31.81,1.81,Low
79,1,29.13,85.24,43.48,3.3,1.34,lost customers
239,1,83.25,47.78,43.48,37.53,2.04,Low
124,1,59.22,76.21,43.48,22.86,1.83,Low
125,1,144.96,75.83,43.48,62.72,2.97,Low
208,1,100.34,55.14,43.48,45.82,2.33,Low
92,1,47.29,82.56,43.48,15.04,1.66,Low
127,1,69.9,74.97,43.48,29.98,2.03,Low
75,1,157.11,86.41,43.48,66.05,3.14,Medium
161,1,152.51,66.7,43.48,64.9,2.96,Low
16,1,118.35,99.67,43.48,53.76,2.89,Low
184,1,236.32,61.2,43.48,80.81,3.37,Medium
148,1,42.82,69.62,43.48,11.98,1.47,lost customers
43,2,151.32,92.56,91.93,64.62,3.82,Medium
392,1,79.56,20.54,43.48,35.82,1.78,Low
231,1,243.01,49.87,43.48,81.47,3.3,Medium
280,2,457.9,39.78,91.93,92.06,4.21,High
237,1,93.28,48.51,43.48,42.53,2.18,Low
357,3,477.09,25.53,97.68,92.51,4.2,High
100,1,167.86,80.68,43.48,69.14,3.18,Medium
141,1,74.78,71.36,43.48,32.97,2.08,Low
245,1,146.96,46.43,43.48,63.25,2.76,Low
231,1,160.88,49.87,43.48,67.12,2.9,Low
568,1,77.2,2.2,43.48,34.44,1.61,Low
188,1,192.66,60.41,43.48,74.34,3.18,Medium
142,1,19.36,71.06,43.48,0.33,1.15,lost customers
167,5,967.75,65.58,99.41,97.56,4.66,Top
287,1,228.6,37.33,43.48,79.99,3.17,Medium
467,1,617.94,11.43,43.48,94.75,3.39,Medium
418,1,61.8,17.07,43.48,24.31,1.43,lost customers
286,1,162.91,37.94,43.48,67.69,2.82,Low
78,1,47.91,85.6,43.48,15.56,1.69,Low
26,1,85.81,97.65,43.48,38.84,2.45,Low
267,1,86.93,42.88,43.48,39.44,2.05,Low
582,1,74.49,1.28,43.48,32.83,1.55,lost customers
187,1,274.76,60.76,43.48,84.11,3.46,Medium
362,1,22.78,24.8,43.48,1.09,0.83,lost customers
83,1,375.22,84.68,43.48,89.69,3.8,Medium
330,1,25.84,29.2,43.48,1.83,0.88,lost customers
552,1,201.73,3.21,43.48,75.99,2.8,Low
56,2,366.4,89.43,91.93,89.27,4.5,High
350,3,369.0,26.5,97.68,89.43,4.11,High
222,1,132.96,52.15,43.48,58.64,2.67,Low
231,1,831.89,49.87,43.48,96.81,3.74,Medium
225,1,67.77,51.22,43.48,28.61,1.81,Low
51,1,81.71,90.36,43.48,36.62,2.33,Low
188,1,133.99,60.41,43.48,59.07,2.75,Low
524,1,155.36,5.62,43.48,65.63,2.52,Low
184,1,96.01,61.2,43.48,43.71,2.31,Low
205,1,73.34,55.7,43.48,32.16,1.94,Low
107,1,53.23,79.76,43.48,18.79,1.74,Low
193,2,228.88,59.22,91.93,80.03,4.01,High
548,2,475.24,3.44,91.93,92.46,3.95,Medium
363,1,147.34,24.58,43.48,63.45,2.6,Low
26,1,63.14,97.65,43.48,25.28,2.06,Low
422,1,345.87,16.31,43.48,88.36,3.25,Medium
189,1,612.01,60.04,43.48,94.65,3.76,Medium
120,1,147.62,77.1,43.48,63.54,3.0,Low
200,1,160.16,57.31,43.48,66.94,2.95,Low
397,1,242.8,19.93,43.48,81.45,3.08,Medium
455,1,83.14,12.77,43.48,37.42,1.77,Low
127,1,336.0,74.97,43.48,87.88,3.68,Medium
397,1,58.37,19.93,43.48,22.34,1.39,lost customers
551,1,64.65,3.31,43.48,26.43,1.39,lost customers
485,1,104.28,9.0,43.48,47.5,2.03,Low
119,1,54.28,77.55,43.48,19.52,1.75,Low
183,1,68.13,61.49,43.48,28.85,1.89,Low
84,1,132.42,84.42,43.48,58.48,2.91,Low
54,1,25.29,90.01,43.48,1.67,1.33,lost customers
158,1,121.6,67.6,43.48,54.87,2.68,Low
169,2,50.05,64.85,91.93,16.86,2.25,Low
232,1,116.36,49.49,43.48,52.69,2.48,Low
317,1,100.21,31.27,43.48,45.73,2.15,Low
328,1,107.58,29.68,43.48,49.09,2.23,Low
401,1,76.08,19.17,43.48,33.71,1.71,Low
484,1,105.01,9.18,43.48,47.82,2.04,Low
440,2,104.0,14.38,91.93,47.42,2.75,Low
470,1,102.74,11.0,43.48,46.82,2.03,Low
215,1,87.23,53.87,43.48,39.59,2.14,Low
583,1,454.8,1.17,43.48,91.99,3.24,Medium
307,1,162.25,32.76,43.48,67.46,2.78,Low
183,1,66.96,61.49,43.48,28.01,1.87,Low
421,1,126.58,16.49,43.48,56.6,2.35,Low
523,2,351.28,5.74,91.93,88.62,3.86,Medium
182,1,125.37,61.87,43.48,56.14,2.67,Low
252,1,186.85,44.91,43.48,73.2,3.03,Medium
600,1,25.51,0.46,43.48,1.73,0.66,lost customers
237,1,169.01,48.51,43.48,69.47,2.95,Low
456,1,28.0,12.6,43.48,2.78,0.78,lost customers
19,1,195.61,99.42,43.48,74.97,3.49,Medium
184,1,130.25,61.2,43.48,57.85,2.72,Low
167,1,29.29,65.58,43.48,3.34,1.2,lost customers
520,1,101.14,5.87,43.48,46.1,1.97,Low
425,1,219.79,16.09,43.48,78.89,2.98,Low
295,1,130.56,34.57,43.48,57.92,2.52,Low
331,1,87.84,28.95,43.48,40.07,1.97,Low
69,2,750.32,87.6,91.93,96.18,4.69,Top
295,1,125.42,34.57,43.48,56.17,2.47,Low
299,1,62.27,34.02,43.48,24.6,1.56,lost customers
140,1,111.42,71.82,43.48,50.5,2.59,Low
194,1,41.11,58.92,43.48,10.89,1.36,lost customers
124,1,164.85,76.21,43.48,68.32,3.13,Medium
287,1,77.66,37.33,43.48,34.89,1.88,Low
190,1,214.69,59.68,43.48,77.99,3.28,Medium
76,1,74.1,86.13,43.48,32.61,2.18,Low
520,1,230.32,5.87,43.48,80.17,2.94,Low
246,1,26.35,46.03,43.48,1.96,1.01,lost customers
294,2,352.32,34.89,91.93,88.67,4.08,High
231,2,150.34,49.87,91.93,64.39,3.5,Medium
526,1,99.32,5.4,43.48,45.25,1.94,Low
481,1,55.88,9.75,43.48,20.53,1.27,lost customers
547,2,228.24,3.57,91.93,79.94,3.59,Medium
97,1,98.85,81.55,43.48,45.11,2.51,Low
250,1,163.79,45.38,43.48,67.98,2.89,Low
70,1,94.77,87.31,43.48,43.23,2.5,Low
229,1,144.5,50.55,43.48,62.55,2.77,Low
294,1,80.14,34.89,43.48,36.06,1.9,Low
344,1,56.49,27.27,43.48,20.83,1.41,lost customers
421,2,169.88,16.49,91.93,69.68,3.4,Medium
187,1,343.74,60.76,43.48,88.26,3.58,Medium
246,1,39.01,46.03,43.48,9.58,1.23,lost customers
496,1,147.07,7.86,43.48,63.3,2.47,Low
68,1,38.23,87.84,43.48,9.17,1.53,lost customers
76,1,60.41,86.13,43.48,23.45,1.92,Low
159,6,1866.6,67.37,99.68,99.2,4.73,Top
141,1,32.69,71.36,43.48,5.17,1.29,lost customers
149,1,93.58,69.34,43.48,42.67,2.34,Low
189,1,65.36,60.04,43.48,26.96,1.83,Low
208,1,159.21,55.14,43.48,66.72,2.92,Low
132,1,99.9,73.76,43.48,45.61,2.46,Low
92,1,40.27,82.56,43.48,10.4,1.52,lost customers
28,2,554.4,96.93,91.93,93.87,4.69,Top
222,1,28.75,52.15,43.48,3.12,1.09,lost customers
477,1,149.69,10.13,43.48,64.22,2.51,Low
418,1,117.94,17.07,43.48,53.55,2.26,Low
362,1,45.11,24.8,43.48,13.65,1.18,lost customers
49,1,93.52,91.18,43.48,42.64,2.51,Low
133,2,150.44,73.32,91.93,64.42,3.67,Medium
183,1,88.48,61.49,43.48,40.36,2.22,Low
48,2,149.48,91.51,91.93,64.15,3.8,Medium
131,1,206.01,74.16,43.48,76.66,3.35,Medium
434,1,216.07,14.95,43.48,78.24,2.95,Low
477,2,157.13,10.13,91.93,66.06,3.25,Medium
482,1,621.76,9.57,43.48,94.83,3.38,Medium
239,1,111.26,47.78,43.48,50.44,2.4,Low
245,1,83.05,46.43,43.48,37.38,2.02,Low
294,1,130.0,34.89,43.48,57.76,2.52,Low
400,1,39.24,19.37,43.48,9.78,1.03,lost customers
330,1,44.0,29.2,43.48,12.73,1.19,lost customers
131,1,58.34,74.16,43.48,22.31,1.8,Low
586,1,99.75,1.07,43.48,45.51,1.91,Low
285,1,68.32,38.44,43.48,28.99,1.72,Low
148,1,129.9,69.62,43.48,57.73,2.78,Low
450,1,72.05,13.16,43.48,31.2,1.6,lost customers
357,1,84.0,25.53,43.48,37.85,1.88,Low
96,1,39.39,81.81,43.48,9.83,1.5,lost customers
37,2,93.12,93.99,91.93,42.47,3.2,Medium
